chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,label_list
0.11606508,0.04831951,0.049145162,0.3187604,0.97655076,0.345909,0.07692258,0.0767111,0.10140012,0.08931714,0.12554607,0.34525627,French horn
0.091616474,0.31391075,0.8884849,0.2889048,0.11150232,0.13690123,0.3656858,0.9150275,0.34079373,0.105442815,0.119073845,0.18881719,French horn
0.08119043,0.1489447,0.10265237,0.08614174,0.092447445,0.2599089,0.9760513,0.47432405,0.13227135,0.11603214,0.098950565,0.08246306,French horn
0.54361534,0.15074344,0.076901086,0.08171074,0.2956265,0.95972645,0.2781937,0.089159854,0.0895283,0.11571895,0.06363259,0.15214537,French horn
0.015430309,0.031758096,0.22240861,1.0,0.28799042,0.01729875,0.028951779,0.107875325,0.0156198,0.15490952,0.93856585,0.22784387,French horn
0.8068451,0.34741673,0.39095613,0.635029,0.36656082,0.9440157,0.39139324,0.43970174,0.43505234,0.80828506,0.3362647,0.36105734,French horn
0.3630557,0.3781872,0.8272396,0.4963033,0.38267776,0.49249715,0.52396125,0.9620785,0.56498194,0.36209977,0.462582,0.7697393,French horn
0.07493851,0.05182179,0.04609858,0.051873397,0.20692867,0.9749763,0.34546724,0.0676495,0.065117136,0.06866436,0.06492265,0.06515999,French horn
0.006320814,0.0028234867,0.0023952012,0.0042389925,0.17201416,0.91819555,0.1554853,0.02198083,0.051673505,0.074508294,0.023392178,0.0040702866,French horn
0.022454103,0.0051010926,0.012575711,0.23795752,1.0,0.17283463,0.004092617,0.0054655783,0.016526384,0.0020065727,0.026001548,0.15695295,French horn
0.05428016,0.049455535,0.052048493,0.24381913,0.9752717,0.32805413,0.05713678,0.054014344,0.061917488,0.068424724,0.060366523,0.055752695,French horn
0.03608343,0.27119234,0.9986254,0.28936422,0.02317795,0.029958932,0.098964594,0.016015818,0.11149985,0.56634504,0.13679191,0.015218485,French horn
0.0674125,0.106165096,0.3784071,0.16375878,0.07419009,0.07206029,0.21463512,0.9567452,0.3452463,0.07501269,0.067296766,0.09095607,French horn
0.03190209,0.03078553,0.030834641,0.031545013,0.033712022,0.040690936,0.22730266,0.994537,0.29410416,0.039685033,0.03326125,0.031245533,French horn
0.3312933,0.9847248,0.17957318,0.06165363,0.058565103,0.055221394,0.056667224,0.06464968,0.07194437,0.07449814,0.07372656,0.07620958,French horn
0.05635921,0.03531196,0.033169504,0.09089815,0.37814924,0.15893267,0.05687252,0.13488777,0.4600888,0.9988939,0.5811036,0.22004971,Tuba
0.7194972,0.17246495,0.0431314,0.01953084,0.014615547,0.045328163,0.14782418,0.053242244,0.043317147,0.17473428,0.61468935,0.9951105,Tuba
0.049113855,0.05763099,0.051779028,0.04998532,0.050719194,0.21619873,0.9766579,0.28763154,0.05460291,0.0513072,0.056637917,0.050160572,French horn
0.012631065,0.012479366,0.010320047,0.0084069725,0.008089797,0.008968043,0.010584233,0.027816873,0.33171442,0.99910444,0.42549503,0.026316822,Tuba
0.32625797,0.39114648,0.8166382,0.3158775,0.30361465,0.5691089,0.33104044,0.50471437,0.833342,0.37889367,0.6226822,0.2957367,Tuba
0.18775155,0.53136355,0.9888676,0.20763387,0.26659158,0.6282774,0.22308797,0.5465594,0.7780745,0.36211336,0.7627349,0.29785898,Tuba
0.027197005,0.19385217,0.9674886,0.31976357,0.021379903,0.01980081,0.07696387,0.011845434,0.028614203,0.23074238,0.051021002,0.010221717,Tuba
0.026351143,0.008638145,0.005188042,0.0035380458,0.0032804883,0.004077589,0.0056051705,0.007964653,0.026309717,0.40111664,0.9981896,0.29721704,Tuba
0.36772737,0.16727725,0.35034394,0.7665232,0.17411903,0.288854,0.992476,0.32457757,0.3194562,0.5429548,0.40670398,0.75885797,Tuba
0.069161795,0.14714351,0.048193686,0.17234127,0.69085574,0.24344085,0.04410977,0.07501713,0.30889592,0.99461365,0.39028615,0.092015296,Tuba
0.27487,0.07538004,0.113489546,0.26142168,0.059931066,0.19126903,0.64606965,0.16695666,0.05586943,0.09413887,0.30944622,0.8936552,Tuba
0.9792488,0.52998817,0.14243005,0.12684906,0.28056982,0.078811035,0.10066211,0.40741014,0.1743555,0.11275524,0.22951047,0.37094757,Tuba
0.0138790645,0.08489657,0.012366719,0.0013877078,0.0051438264,0.24695143,1.0,0.18002486,0.003536121,0.0071381195,0.02333838,0.0022766932,French horn
0.081182845,0.06588501,0.19333515,0.04988576,0.16109847,0.5757257,0.1782924,0.039363895,0.095753364,0.30712968,0.9652331,0.39072642,Tuba
0.03876655,0.11263526,0.011824949,0.038623165,0.2107214,0.034949254,0.020453384,0.04188139,0.26036698,0.99014026,0.24380504,0.023222115,Tuba
0.4357808,0.3205193,0.46627846,0.84197456,0.48681948,0.32149422,0.47433016,0.3423168,0.8168346,0.5447871,0.6456745,0.40961826,Tuba
0.15579708,0.052286323,0.04374951,0.03560746,0.06049975,0.13310851,0.045611672,0.06060386,0.22488981,0.55338633,0.9920163,0.53420115,Tuba
0.17685673,0.34145436,0.9449492,0.45703852,0.092184626,0.29588842,0.9211375,0.2097762,0.12939748,0.5664689,0.21300986,0.08063302,Tuba
0.0078530405,0.013516728,0.03168135,0.004695253,0.033871938,0.13573936,0.02007323,0.00860656,0.029561996,0.3819885,0.99628294,0.1838882,Tuba
0.99493295,0.36825877,0.07509457,0.0200193,0.021726336,0.015467528,0.127111,0.44711146,0.10767799,0.029143428,0.09170162,0.41569018,Tuba
0.13917617,0.58879286,0.9979083,0.48867777,0.07891962,0.018326307,0.0148444725,0.013408947,0.017092708,0.024006471,0.014108012,0.021015527,Tuba
1.0,0.4598144,0.022279788,0.003925867,0.0013810424,0.0011552648,0.0019074104,0.002991398,0.004015243,0.0054088966,0.013229446,0.23531987,Tuba
0.06985523,0.010061028,0.039019465,0.19067256,0.03531242,0.016743165,0.03957609,0.28844437,1.0,0.27370444,0.019838559,0.024247177,Tuba
0.53671676,0.24320287,0.43625706,0.9716076,0.621368,0.24739675,0.41271684,0.44395608,0.8491749,0.6215418,0.29243985,0.26411217,Tuba
0.011697522,0.010084488,0.010599083,0.014883085,0.0116221495,0.012676059,0.027825741,0.24959314,0.9973965,0.41965976,0.026539953,0.01067946,Tuba
0.105784535,0.47189212,0.9910131,0.56549245,0.10610904,0.11732743,0.26624212,0.07421058,0.13196507,0.45191056,0.17034599,0.052658603,Tuba
0.05338086,0.14376904,0.037539035,0.030229177,0.07103566,0.48787296,0.98967206,0.29911512,0.046787076,0.026585897,0.022194015,0.021225126,Tuba
0.0977174,0.07160478,0.12258155,0.040463474,0.24087664,0.8119691,0.20771013,0.040644046,0.11930661,0.4102222,0.9860185,0.44706565,Tuba
0.40169156,0.02757857,0.008734903,0.005980311,0.0047830525,0.004297064,0.004386543,0.004867696,0.006206036,0.018784137,0.2825398,0.99874306,Tuba
0.012054696,0.34607095,0.9982752,0.2578895,0.016113864,0.0054034656,0.0025294316,0.0016034475,0.0013878318,0.0014824166,0.0012436906,0.002385532,Tuba
0.4704174,0.10948804,0.035602845,0.031157164,0.0283656,0.16475342,0.54335874,0.13360041,0.037439737,0.1069267,0.5570958,0.9920883,Tuba
0.4460827,0.15029854,0.30740947,0.7333934,0.19810434,0.24492763,0.9660405,0.39818192,0.26736963,0.53953123,0.39011726,0.80132484,Tuba
0.7525439,0.3987087,0.5354437,0.39901677,0.8120755,0.34402972,0.32923496,0.6464969,0.3271465,0.42198774,0.6743594,0.33680716,Tuba
0.029604603,0.018468758,0.012902794,0.013143604,0.018997211,0.046646226,0.018881513,0.01420426,0.027216561,0.30535328,0.99766874,0.3470431,Tuba
0.29742146,0.28570288,0.90465486,0.46815613,0.19733402,0.20467615,0.48981774,0.17732467,0.16976807,0.5923198,0.26523978,0.13416459,Tuba
0.2972485,0.29605284,0.34294507,0.7209565,0.24869555,0.18957472,0.5033363,0.26180336,0.4235812,0.9073976,0.28995743,0.53831005,Tuba
